SN,Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
5232,Toyota Corolla AE,2004,Petrol,Manual,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5,13.4 kmpl,90000,Second Owner,Individual,135000
5233,Maruti Ertiga SHVS ZDI Plus,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,24.52 kmpl,43000,First Owner,Individual,850000
5234,Hyundai Santro Asta BSIV,2018,Petrol,Manual,1086 CC,68 bhp,99Nm@ 4500rpm,5,20.3 kmpl,25000,First Owner,Individual,500000
5235,Maruti Wagon R VXI BS IV,2016,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,26000,Second Owner,Individual,385000
5236,Hyundai Verna CRDi SX,2006,Diesel,Manual,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,16.8 kmpl,120000,Second Owner,Individual,135000
5237,Maruti Alto LXi,2008,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,Third Owner,Individual,120000
5238,Honda Accord VTi-L MT,2006,Petrol,Manual,2354 CC,144 bhp,"20@ 4,700(kgm@ rpm)",5,11.9 kmpl,60000,Third Owner,Individual,200000
5239,Tata New Safari 3L Dicor LX 4x2,2007,Diesel,Manual,2956 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,13.93 kmpl,120000,Second Owner,Individual,200000
5240,Maruti Ciaz ZXi,2016,Petrol,Manual,1373 CC,91.1 bhp,130Nm@ 4000rpm,5,20.73 kmpl,20000,First Owner,Individual,700000
5241,Tata Indigo CR4,2013,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,25000,First Owner,Individual,290000
5242,Maruti Swift Dzire ZDI Plus,2017,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,60000,First Owner,Individual,725000
5243,Tata Sumo EX 10/7 Str BSIII,2008,Diesel,Manual,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",10,12.2 kmpl,80000,First Owner,Individual,200000
5244,Maruti Omni E MPI STD BS IV,2014,Petrol,Manual,796 CC,34.2 bhp,59Nm@ 2500rpm,8,16.8 kmpl,80000,First Owner,Individual,155000
5245,Honda Amaze S i-VTEC,2019,Petrol,Manual,1198 CC,86.7 bhp,109Nm@ 4500rpm,5,17.8 kmpl,1303,First Owner,Dealer,690000
5246,Audi Q5 35TDI Premium Plus,2018,Diesel,Automatic,1968 CC,188 bhp,400nm@ 1750-3000rpm,5,17.01 kmpl,31800,First Owner,Dealer,3975000
5247,Lexus ES 300h,2019,Petrol,Automatic,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,22.37 kmpl,20000,First Owner,Dealer,5150000
5248,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,Automatic,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,19.33 kmpl,45000,First Owner,Dealer,3200000
5249,Jeep Wrangler 2016-2019 3.6 4X4,2017,Petrol,Automatic,3604 CC,280 bhp,347Nm@ 4300rpm,5,9.5 kmpl,17000,First Owner,Individual,4100000
5250,Toyota Camry 2.5 Hybrid,2016,Petrol,Automatic,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,19.16 kmpl,68089,First Owner,Trustmark Dealer,2000000
5251,Honda Jazz VX,2016,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.2 kmpl,56494,First Owner,Trustmark Dealer,550000
5252,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,12.99 kmpl,79328,Second Owner,Trustmark Dealer,750000
5253,BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,7500,First Owner,Dealer,5400000
5254,BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,8500,First Owner,Dealer,5500000
5255,Honda Amaze V CVT Petrol BSIV,2019,Petrol,Automatic,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,19.0 kmpl,7032,First Owner,Trustmark Dealer,779000
5256,Volvo V40 D3 R-Design,2018,Diesel,Automatic,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5,16.8 kmpl,2000,First Owner,Dealer,2475000
5257,Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,Petrol,Automatic,1991 CC,194.4 bhp,300Nm@ 1600-4000rpm,5,15.0 kmpl,17000,First Owner,Dealer,5200000
5258,Land Rover Discovery Sport TD4 SE,2019,Diesel,Automatic,1999 CC,148.31 bhp,382nm@ 1750-2250rpm,7,12.83 kmpl,21000,First Owner,Dealer,4500000
5259,Mercedes-Benz S-Class S 350 CDI,2017,Diesel,Automatic,2987 CC,254.79 bhp,620Nm@ 1600-2400rpm,5,13.5 kmpl,37000,First Owner,Dealer,6000000
5260,BMW 5 Series 520d Sport Line,2018,Diesel,Automatic,1995 CC,187.74 bhp,400Nm@ 1750-2500rpm,5,22.48 kmpl,10000,First Owner,Dealer,4000000
5261,Hyundai Venue SX Plus Turbo DCT BSIV,2019,Petrol,Automatic,998 CC,118.35 bhp,171.6Nm@ 1500-4000rpm,5,18.15 kmpl,3500,First Owner,Dealer,1125000
5262,Audi A4 35 TDI Premium Plus,2016,Diesel,Automatic,1968 CC,187.74 bhp,400Nm@ 1750-3000rpm,5,18.25 kmpl,46000,First Owner,Dealer,1898999
5263,Honda CR-V 2.4L 4WD AT AVN,2017,Petrol,Automatic,2354 CC,187.4 bhp,226Nm@ 4400rpm,5,12.0 kmpl,52000,First Owner,Dealer,1650000
5264,Maruti Swift VXI,2011,Petrol,Manual,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,18.6 kmpl,20000,Second Owner,Individual,280000
5265,Tata Tigor 1.2 Revotron XE,2019,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,20.3 kmpl,25000,First Owner,Individual,450000
5266,Maruti Esteem LX - BSIII,2006,Petrol,Manual,1298 CC,85 bhp,110Nm@ 4500rpm,5,15.9 kmpl,70000,Second Owner,Individual,135000
5267,Mahindra XUV500 W4,2014,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,40000,First Owner,Individual,650000
5268,Maruti Baleno Delta,2020,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.01 kmpl,7300,First Owner,Individual,650000
5269,Maruti Ciaz 1.3 Sigma,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,25000,First Owner,Individual,750000
5270,Maruti Alto LXi,2010,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,100000,First Owner,Individual,150000
5271,Mahindra KUV 100 mFALCON D75 K8,2017,Diesel,Manual,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6,25.32 kmpl,35000,First Owner,Individual,500000
5272,Toyota Etios GD,2012,Diesel,Manual,,,,,,100000,First Owner,Individual,311000
5273,Hyundai Verna 1.6 SX,2013,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,22.32 kmpl,80000,Second Owner,Individual,425000
5274,Hyundai i10 Magna,2010,Petrol,Manual,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,20.36 kmpl,60000,First Owner,Individual,260000
5275,Volkswagen Polo 1.5 TDI Highline,2014,Diesel,Manual,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5,20.14 kmpl,110000,Second Owner,Individual,400000
5276,Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,70000,Second Owner,Individual,575000
5277,Hyundai Santro Xing GL,2008,Petrol,Manual,1086 CC,62 bhp,96.1Nm@ 3000rpm,5,0.0 kmpl,40000,First Owner,Individual,175000
5278,Maruti SX4 Green Vxi (CNG),2010,CNG,Manual,1586 CC,103.3 bhp,145Nm@ 4100rpm,5,21.4 km/kg,90000,Second Owner,Individual,250000
5279,Volkswagen Polo GT TDI,2012,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,19.7 kmpl,95000,First Owner,Individual,400000
5280,Mahindra Bolero SLX 2WD BSIII,2011,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,200000,Second Owner,Individual,350000
5281,Maruti Swift VDI BSIV,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,25.2 kmpl,30000,First Owner,Individual,484999
5282,Maruti Swift VDI BSIV,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,25.2 kmpl,30000,First Owner,Individual,484999
5283,Volkswagen CrossPolo 1.5 TDI,2013,Diesel,Manual,1498 CC,88.5 bhp,230Nm@ 1500-2500rpm,5,20.14 kmpl,70000,Second Owner,Individual,350000
5284,Toyota Fortuner 4x2 AT TRD Sportivo,2014,Diesel,Automatic,2982 CC,168.7 bhp,360Nm@ 1400-3200rpm,7,12.55 kmpl,80000,Second Owner,Individual,1400000
5285,Maruti Swift Dzire VDi,2012,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,100000,Third Owner,Individual,250000
5286,Maruti Swift Dzire ZDI Plus,2017,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,70000,First Owner,Individual,655000
5287,Honda Jazz 1.5 V i DTEC,2016,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,27.3 kmpl,30000,First Owner,Individual,500000
5288,Chevrolet Beat LS,2016,Petrol,Manual,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5,18.6 kmpl,15000,First Owner,Individual,300000
5289,Ford Figo Aspire 1.5 TDCi Titanium,2018,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,21000,First Owner,Individual,650000
5290,Maruti Wagon R VXI 1.2,2014,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.52 kmpl,35000,First Owner,Individual,300000
5291,Honda Jazz 1.2 VX i VTEC,2016,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.7 kmpl,25000,First Owner,Individual,475000
5292,Tata Tiago 1.2 Revotron XZ WO Alloy,2017,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,30000,First Owner,Individual,450000
5293,Maruti Swift Dzire VDI,2019,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,10000,First Owner,Individual,754000
5294,Hyundai i10 Sportz,2013,Petrol,Manual,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,20.36 kmpl,40000,First Owner,Individual,300000
5295,Hyundai EON Magna Plus,2014,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,25000,First Owner,Individual,250000
5296,Maruti Swift Dzire VDI,2018,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,15000,First Owner,Individual,725000
5297,Maruti Alto LXi,2008,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,First Owner,Individual,95000
5298,Hyundai Santro Sportz BSIV,2018,Petrol,Manual,1086 CC,68 bhp,99Nm@ 4500rpm,5,20.3 kmpl,7800,First Owner,Individual,475000
5299,Tata Safari Storme LX,2014,Diesel,Manual,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,14.0 kmpl,55000,First Owner,Individual,575000
5300,Tata Tiago 1.2 Revotron XT,2016,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,30000,First Owner,Individual,350000
5301,Mahindra Bolero 2011-2019 SLX,2013,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,125000,Second Owner,Individual,330000
5302,Maruti Swift VXI Deca,2016,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,50000,First Owner,Individual,482000
5303,Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,Diesel,Manual,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,22.77 kmpl,40000,Fourth & Above Owner,Individual,625000
5304,Tata Tiago 1.2 Revotron XM Option,2017,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,30000,First Owner,Individual,380000
5305,Chevrolet Beat LT,2016,Petrol,Manual,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5,18.6 kmpl,30000,First Owner,Individual,310000
5306,Maruti Swift Dzire VXi,2009,Petrol,Manual,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,17.5 kmpl,35000,First Owner,Individual,280000
5307,Renault Duster Petrol RXS CVT,2018,Petrol,Automatic,1498 CC,104.5 bhp,142Nm@ 4000rpm,5,14.99 kmpl,30000,First Owner,Individual,900000
5308,Maruti Wagon R VXI Minor,2010,Petrol,Manual,1061 CC,67 bhp,84Nm@ 3500rpm,5,18.9 kmpl,,First Owner,Individual,250000
5309,Hyundai Verna 1.6 VTVT S,2017,Petrol,Manual,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,17.01 kmpl,39000,First Owner,Individual,750000
5310,Renault KWID 1.0 RXT Optional,2019,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,15000,First Owner,Individual,420000
5311,Honda Amaze S Petrol BSIV,2019,Petrol,Manual,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,19.5 kmpl,5000,First Owner,Individual,670000
5312,Hyundai i10 Magna 1.1L,2016,Petrol,Manual,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,19.81 kmpl,9750,Second Owner,Individual,420000
5313,Toyota Innova Crysta 2.4 ZX MT BSIV,2016,Diesel,Manual,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7,13.68 kmpl,110000,First Owner,Individual,1800000
5314,Honda WR-V i-VTEC VX,2018,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,17.5 kmpl,35000,First Owner,Individual,900000
5315,Mahindra XUV500 W6 2WD,2015,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,10000,First Owner,Individual,1200000
5316,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,10.5 kmpl,157138,Third Owner,Individual,195000
5317,Hyundai Verna CRDi,2007,Diesel,Manual,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,16.8 kmpl,120000,Fourth & Above Owner,Individual,185000
5318,Hyundai i10 Magna 1.1L,2008,Petrol,Manual,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,19.81 kmpl,110000,Fourth & Above Owner,Individual,185000
5319,Mahindra XUV500 W9 BSIV,2018,Diesel,Manual,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7,15.1 kmpl,46000,First Owner,Individual,1525000
5320,Maruti Swift VXI BSIII W/ ABS,2006,Petrol,Manual,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5,16.1 kmpl,102000,Third Owner,Individual,215000
5321,Maruti Alto 800 Base,2015,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,50000,Second Owner,Individual,210000
5322,Toyota Innova Crysta 2.4 VX MT BSIV,2016,Diesel,Manual,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7,13.68 kmpl,110000,Second Owner,Individual,1700000
5323,Maruti Omni LPG STD BSIV,1991,LPG,Manual,,,,,,120000,Second Owner,Individual,55000
5324,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,Diesel,Manual,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,12.8 kmpl,285000,Third Owner,Individual,530000
5325,Honda City i VTEC VX Option,2015,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,17.4 kmpl,50000,First Owner,Individual,800000
5326,Maruti Swift VDI BSIV,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,25.2 kmpl,70000,Second Owner,Individual,570000
5327,Maruti SX4 VDI,2012,Diesel,Manual,1248 CC,88.8 bhp,200Nm@ 1750rpm,5,21.5 kmpl,120000,Second Owner,Individual,350000
5328,Hyundai i20 1.4 CRDi Magna,2011,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,21.9 kmpl,93000,Second Owner,Individual,350000
5329,Mahindra Bolero Power Plus SLX,2018,Diesel,Manual,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7,16.5 kmpl,50000,First Owner,Individual,750000
5330,Maruti Eeco 7 Seater Standard BSIV,2011,Petrol,Manual,1196 CC,73 bhp,101Nm@ 3000rpm,7,15.37 kmpl,100000,Second Owner,Individual,160000
5331,Tata Indigo CS LS DiCOR,2010,Diesel,Manual,1405 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5,15.7 kmpl,70000,Third Owner,Individual,150000
5332,Maruti Swift VDI BSIV,2008,Diesel,Manual,,,,,,90000,Third Owner,Individual,250000
5333,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Petrol,Manual,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,18.9 kmpl,5000,First Owner,Individual,562000
5334,Hyundai i10 Magna,2012,Petrol,Manual,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,20.36 kmpl,27000,First Owner,Individual,290000
5335,Mahindra XUV500 W6 2WD,2014,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,122000,Second Owner,Individual,600000
5336,Hyundai Xcent 1.1 CRDi S,2015,Diesel,Manual,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5,24.4 kmpl,74000,Second Owner,Individual,
5337,Maruti Swift Dzire AMT ZXI Plus,2019,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,6500,First Owner,Individual,750000
5338,Mahindra Bolero SLX,2007,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,80000,Second Owner,Individual,240000
5339,Maruti Alto K10 2010-2014 VXI,2012,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,50000,First Owner,Individual,229999
5340,Mahindra Bolero 2011-2019 ZLX,2013,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,50000,First Owner,Individual,500000
5341,Maruti Gypsy King ST BSIII,2010,Petrol,Manual,1298 CC,80 bhp,103Nm@ 4500rpm,8,11.96 kmpl,80000,First Owner,Individual,350000
5342,Datsun RediGO T Option,2018,Petrol,Manual,799 CC,53.64 bhp,72Nm@ 4386rpm,5,22.7 kmpl,25000,First Owner,Individual,217000
5343,Nissan Sunny XL D,2018,Diesel,Manual,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,22.71 kmpl,35000,First Owner,Individual,670000
5344,Maruti Alto K10 2010-2014 VXI,2011,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,30000,First Owner,Individual,225000
5345,Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,Petrol,Automatic,1462 CC,103.26 bhp,138nm@ 4400rpm,5,18.76 kmpl,10000,First Owner,Individual,737000
5346,Maruti Celerio LXI,2014,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,80000,First Owner,Individual,300000
5347,Tata Indigo LX,2008,Diesel,Manual,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,17.0 kmpl,120000,First Owner,Individual,85000
5348,Hyundai Verna Transform VGT CRDi,2010,Diesel,Manual,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5,16.2 kmpl,120000,Second Owner,Individual,195000
5349,Honda WR-V i-DTEC S,2017,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.5 kmpl,127991,First Owner,Dealer,675000
5350,Mitsubishi Lancer 2.0 GLd,1999,Diesel,Manual,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5,14.8 kmpl,198000,Second Owner,Individual,150000
5351,Tata Indigo eCS GLX,2010,Petrol,Manual,1193 CC,64.1 bhp,100Nm@ 2700rpm,5,15.64 kmpl,65000,First Owner,Individual,290000
5352,Maruti Esteem Lxi,2002,Petrol,Manual,,,,,,90000,Third Owner,Individual,95000
5353,Maruti Ciaz 1.3 Zeta,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,20000,First Owner,Individual,889000
5354,Volkswagen Ameo 1.2 MPI Comfortline,2016,Petrol,Manual,1198 CC,73.75 bhp,110Nm@ 3750rpm,5,17.0 kmpl,60000,First Owner,Individual,400000
5355,Renault KWID RXT Optional,2018,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,13120,First Owner,Individual,390000
5356,Jeep Compass 2.0 Longitude BSIV,2017,Diesel,Manual,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5,17.1 kmpl,87500,First Owner,Individual,1550000
5357,Hyundai Verna 1.6 SX CRDi (O),2014,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,22.32 kmpl,125000,First Owner,Individual,600000
5358,Hyundai Elite i20 Asta Option CVT BSIV,2018,Petrol,Automatic,1197 CC,81.86 bhp,117nm@ 4000rpm,5,17.4 kmpl,25000,First Owner,Individual,800000
5359,Maruti Ertiga ZDI,2013,Diesel,Manual,1248 CC,88.8 bhp,200Nm@ 1750rpm,7,20.77 kmpl,120000,Third Owner,Individual,600000
5360,Hyundai Verna 1.6 VTVT SX,2015,Petrol,Manual,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,17.01 kmpl,35000,First Owner,Individual,795000
5361,Hyundai i20 Asta Option 1.4 CRDi,2016,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,25000,First Owner,Individual,735000
5362,Skoda Octavia L and K 1.9 TDI MT,2005,Diesel,Manual,1896 CC,90 bhp,"21.4@ 1,900(kgm@ rpm)",5,16.4 kmpl,120000,Third Owner,Individual,250000
5363,Renault KWID AMT,2018,Petrol,Automatic,999 CC,67 bhp,91Nm@ 4250rpm,5,24.04 kmpl,25000,First Owner,Individual,400000
5364,Mahindra Xylo D2 BSIV,2014,Diesel,Manual,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,14.0 kmpl,140000,First Owner,Individual,395000
5365,Hyundai Accent CRDi,2005,Diesel,Manual,1493 CC,82 bhp,187Nm@ 2500rpm,5,13.1 kmpl,79000,Second Owner,Individual,130000
5366,Renault Lodgy 85PS RxE,2015,Diesel,Manual,1461 CC,83.8 bhp,200Nm@ 1900rpm,8,21.04 kmpl,125000,First Owner,Individual,600000
5367,Hyundai i20 Active 1.4 SX,2016,Diesel,Manual,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5,21.19 kmpl,80000,First Owner,Individual,720000
5368,Honda City S,2011,Petrol,Manual,1497 CC,116.4 bhp,146Nm@ 4800rpm,5,16.8 kmpl,110000,Third Owner,Individual,450000
5369,Hyundai Verna Transform SX VGT CRDi,2010,Diesel,Manual,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5,16.2 kmpl,80000,Second Owner,Individual,220000
5370,Hyundai Verna 1.6 SX,2014,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,22.32 kmpl,100000,Second Owner,Individual,545000
5371,Volkswagen Vento Diesel Highline,2011,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,20.54 kmpl,100000,Second Owner,Individual,370000
5372,Mahindra Bolero LX Non AC BSIII,2010,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,78000,First Owner,Individual,450000
5373,Hyundai i20 Petrol CVT Asta,2018,Petrol,Automatic,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5,17.4 kmpl,15000,First Owner,Individual,750000
5374,Mahindra Scorpio S10 7 Seater,2015,Diesel,Manual,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,15.4 kmpl,70000,First Owner,Individual,1100000
5375,Maruti Baleno Alpha 1.2,2019,Petrol,Manual,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,21.4 kmpl,5000,First Owner,Individual,711000
5376,Maruti Alto K10 VXI,2016,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,23.95 kmpl,75000,First Owner,Individual,285000
5377,Maruti Baleno Alpha,2020,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.01 kmpl,5500,First Owner,Individual,749000
5378,Renault Duster 110PS Diesel RxL,2016,Diesel,Manual,1461 CC,108.45 bhp,245Nm@ 1750rpm,5,19.64 kmpl,80000,Second Owner,Individual,550000
5379,Maruti Swift Dzire VDi,2010,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,120000,Second Owner,Individual,300000
5380,Maruti Baleno Sigma 1.3,2017,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,27.39 kmpl,70000,First Owner,Individual,625000
5381,Hyundai i20 Active 1.2 SX,2017,Petrol,Manual,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,17.19 kmpl,80000,Second Owner,Individual,650000
5382,Hyundai Verna 1.6 SX CRDi (O),2014,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,22.32 kmpl,120000,Third Owner,Individual,575000
5383,Maruti Swift Dzire VDI,2016,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,75000,Second Owner,Individual,631000
5384,Hyundai Verna Transform VGT CRDi,2010,Diesel,Manual,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5,16.2 kmpl,80000,Second Owner,Individual,220000
5385,Tata Tigor 1.2 Revotron XZ Option,2017,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,20.3 kmpl,40000,Second Owner,Individual,600000
5386,Mahindra Jeep CL 500 MDI,1997,Diesel,Manual,,,,,,100000,Fourth & Above Owner,Individual,160000
5387,Ford Fiesta Diesel Style,2012,Diesel,Manual,1498 CC,88.7 bhp,204Nm@ 2000-2750rpm,5,23.5 kmpl,120000,First Owner,Individual,390000
5388,Mahindra Scorpio 2.6 Turbo 7 Str,2007,Diesel,Manual,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8,12.7 kmpl,110000,Fourth & Above Owner,Individual,375000
5389,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,110000,First Owner,Individual,340000
5390,Tata Tiago 2019-2020 XZ Plus Diesel,2019,Desel,Manual,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,27.28 kmpl,2000,First Owner,Individual,670000
5391,Maruti Swift Dzire VDI,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,80000,Second Owner,Individual,530000
